Entity,crop,total_yield_per_crop,total_yield_per_country,global_yield,pct_yield_share
Azerbaijan,rye_yield,2.87,74.89,12893.35,0.0058
Azerbaijan,soybean_yield,0.6,74.89,12893.35,0.0058
Azerbaijan,potato_yield,15.16,74.89,12893.35,0.0058
Azerbaijan,sugarbeet_yield,32.38,74.89,12893.35,0.0058
Azerbaijan,barley_yield,2.72,74.89,12893.35,0.0058
Azerbaijan,sunflower_yield,1.88,74.89,12893.35,0.0058
Kazakhstan,wheat_yield,1.23,74.58,12893.35,0.0058
Nepal,barley_yield,1.24,74.58,12893.35,0.0058
Nepal,soybean_yield,1.26,74.58,12893.35,0.0058
Kazakhstan,maize_yield,5.74,74.58,12893.35,0.0058
Kazakhstan,sugarbeet_yield,30.53,74.58,12893.35,0.0058
Nepal,wheat_yield,2.76,74.58,12893.35,0.0058
Nepal,cotton_yield,0.96,74.58,12893.35,0.0058
Nepal,potato_yield,15.81,74.58,12893.35,0.0058
Kazakhstan,barley_yield,1.58,74.58,12893.35,0.0058
Kazakhstan,cotton_yield,2.59,74.58,12893.35,0.0058
Kazakhstan,groundnut_yield,1.45,74.58,12893.35,0.0058
Nepal,millet_yield,1.19,74.58,12893.35,0.0058
Kazakhstan,millet_yield,0.93,74.58,12893.35,0.0058
Nepal,maize_yield,2.59,74.58,12893.35,0.0058
Kazakhstan,potato_yield,19.79,74.58,12893.35,0.0058
Nepal,rice_yield,3.51,74.58,12893.35,0.0058
Kazakhstan,rapeseed_yield,1.08,74.58,12893.35,0.0058
Kazakhstan,sorghum_yield,0.78,74.58,12893.35,0.0058
Kazakhstan,sunflower_yield,1.0,74.58,12893.35,0.0058
Kazakhstan,rice_yield,4.76,74.58,12893.35,0.0058
Kazakhstan,rye_yield,1.05,74.58,12893.35,0.0058
Kazakhstan,soybean_yield,2.07,74.58,12893.35,0.0058
Nepal,sugarcane_yield,45.26,74.58,12893.35,0.0058
Democratic Republic of Congo,potato_yield,4.61,71.89,12893.35,0.0056
Democratic Republic of Congo,sugarcane_yield,46.81,71.89,12893.35,0.0056
Democratic Republic of Congo,rice_yield,0.76,71.89,12893.35,0.0056
Democratic Republic of Congo,wheat_yield,1.28,71.89,12893.35,0.0056
Democratic Republic of Congo,sorghum_yield,0.67,71.89,12893.35,0.0056
Democratic Republic of Congo,soybean_yield,0.46,71.89,12893.35,0.0056
Democratic Republic of Congo,cassava_yield,8.14,71.89,12893.35,0.0056
Democratic Republic of Congo,maize_yield,0.78,71.89,12893.35,0.0056
Democratic Republic of Congo,millet_yield,0.67,71.89,12893.35,0.0056
Democratic Republic of Congo,groundnut_yield,0.68,71.89,12893.35,0.0056
Democratic Republic of Congo,cotton_yield,0.43,71.89,12893.35,0.0056
Democratic Republic of Congo,oilpalm_yield,6.6,71.89,12893.35,0.0056
Congo,sugarcane_yield,36.63,71.5,12893.35,0.0055
Congo,rice_yield,0.59,71.5,12893.35,0.0055
Congo,potato_yield,8.68,71.5,12893.35,0.0055
Congo,oilpalm_yield,12.48,71.5,12893.35,0.0055
Congo,maize_yield,0.84,71.5,12893.35,0.0055
Congo,groundnut_yield,0.52,71.5,12893.35,0.0055
Congo,cassava_yield,10.88,71.5,12893.35,0.0055
Congo,millet_yield,0.88,71.5,12893.35,0.0055
Guinea,oilpalm_yield,2.67,71.24,12893.35,0.0055
Guinea,groundnut_yield,0.98,71.24,12893.35,0.0055
Guinea,maize_yield,1.34,71.24,12893.35,0.0055
Guinea,millet_yield,1.28,71.24,12893.35,0.0055
Guinea,sorghum_yield,1.42,71.24,12893.35,0.0055
Guinea,cotton_yield,0.93,71.24,12893.35,0.0055
Guinea,rice_yield,1.26,71.24,12893.35,0.0055
Guinea,sugarcane_yield,53.71,71.24,12893.35,0.0055
Guinea,cassava_yield,7.65,71.24,12893.35,0.0055
North Macedonia,potato_yield,14.34,70.93,12893.35,0.0055
North Macedonia,millet_yield,1.33,70.93,12893.35,0.0055
North Macedonia,maize_yield,5.15,70.93,12893.35,0.0055
North Macedonia,sorghum_yield,1.25,70.93,12893.35,0.0055
North Macedonia,barley_yield,3.07,70.93,12893.35,0.0055
North Macedonia,sunflower_yield,1.44,70.93,12893.35,0.0055
North Macedonia,rice_yield,6.12,70.93,12893.35,0.0055
North Macedonia,sugarbeet_yield,29.76,70.93,12893.35,0.0055
North Macedonia,rye_yield,2.45,70.93,12893.35,0.0055
North Macedonia,rapeseed_yield,2.62,70.93,12893.35,0.0055
North Macedonia,wheat_yield,3.4,70.93,12893.35,0.0055
Moldova,potato_yield,9.22,70.49,12893.35,0.0055
Moldova,barley_yield,2.73,70.49,12893.35,0.0055
Moldova,sorghum_yield,4.04,70.49,12893.35,0.0055
Moldova,maize_yield,4.24,70.49,12893.35,0.0055
Moldova,sugarbeet_yield,37.29,70.49,12893.35,0.0055
Moldova,millet_yield,0.75,70.49,12893.35,0.0055
Moldova,soybean_yield,2.12,70.49,12893.35,0.0055
Moldova,wheat_yield,3.13,70.49,12893.35,0.0055
Moldova,rye_yield,3.21,70.49,12893.35,0.0055
Moldova,rapeseed_yield,2.0,70.49,12893.35,0.0055
Moldova,sunflower_yield,1.76,70.49,12893.35,0.0055
Madagascar,oilpalm_yield,11.64,68.54,12893.35,0.0053
Madagascar,rice_yield,4.34,68.54,12893.35,0.0053
Madagascar,maize_yield,1.67,68.54,12893.35,0.0053
Madagascar,cotton_yield,0.84,68.54,12893.35,0.0053
Madagascar,soybean_yield,0.59,68.54,12893.35,0.0053
Madagascar,sorghum_yield,0.58,68.54,12893.35,0.0053
Madagascar,potato_yield,5.93,68.54,12893.35,0.0053
Madagascar,sugarcane_yield,32.08,68.54,12893.35,0.0053
Madagascar,wheat_yield,2.4,68.54,12893.35,0.0053
Madagascar,groundnut_yield,0.71,68.54,12893.35,0.0053
Madagascar,cassava_yield,7.76,68.54,12893.35,0.0053
Papua New Guinea,rice_yield,2.08,68.33,12893.35,0.0053
Papua New Guinea,maize_yield,3.61,68.33,12893.35,0.0053
Papua New Guinea,oilpalm_yield,13.63,68.33,12893.35,0.0053
Papua New Guinea,cassava_yield,9.89,68.33,12893.35,0.0053
Papua New Guinea,groundnut_yield,1.04,68.33,12893.35,0.0053
Papua New Guinea,sorghum_yield,2.03,68.33,12893.35,0.0053
Papua New Guinea,sugarcane_yield,30.27,68.33,12893.35,0.0053
Papua New Guinea,potato_yield,5.78,68.33,12893.35,0.0053
Suriname,rice_yield,4.87,68.05,12893.35,0.0053
Suriname,groundnut_yield,1.19,68.05,12893.35,0.0053
Suriname,sugarcane_yield,39.79,68.05,12893.35,0.0053
Suriname,maize_yield,2.5,68.05,12893.35,0.0053
Suriname,cassava_yield,17.27,68.05,12893.35,0.0053
Suriname,oilpalm_yield,2.43,68.05,12893.35,0.0053
Cameroon,groundnut_yield,1.3,68.0,12893.35,0.0053
Cameroon,millet_yield,1.32,68.0,12893.35,0.0053
Cameroon,soybean_yield,1.33,68.0,12893.35,0.0053
Cameroon,rice_yield,1.15,68.0,12893.35,0.0053
Cameroon,cotton_yield,1.09,68.0,12893.35,0.0053
Cameroon,wheat_yield,1.33,68.0,12893.35,0.0053
Cameroon,oilpalm_yield,18.09,68.0,12893.35,0.0053
Cameroon,cassava_yield,14.74,68.0,12893.35,0.0053
Cameroon,sorghum_yield,1.63,68.0,12893.35,0.0053
Cameroon,maize_yield,1.78,68.0,12893.35,0.0053
Cameroon,potato_yield,14.8,68.0,12893.35,0.0053
Cameroon,sugarcane_yield,9.44,68.0,12893.35,0.0053
Benin,potato_yield,8.57,65.68,12893.35,0.0051
Benin,maize_yield,1.3,65.68,12893.35,0.0051
Benin,sugarcane_yield,17.52,65.68,12893.35,0.0051
Benin,sorghum_yield,1.09,65.68,12893.35,0.0051
Benin,cotton_yield,1.19,65.68,12893.35,0.0051
Benin,groundnut_yield,1.0,65.68,12893.35,0.0051
Benin,oilpalm_yield,15.99,65.68,12893.35,0.0051
Benin,soybean_yield,1.11,65.68,12893.35,0.0051
Benin,cassava_yield,13.6,65.68,12893.35,0.0051
Benin,millet_yield,0.91,65.68,12893.35,0.0051
Benin,rice_yield,3.4,65.68,12893.35,0.0051
Finland,rye_yield,2.58,65.62,12893.35,0.0051
Finland,rapeseed_yield,1.33,65.62,12893.35,0.0051
Finland,potato_yield,19.36,65.62,12893.35,0.0051
Finland,sugarbeet_yield,36.27,65.62,12893.35,0.0051
Finland,wheat_yield,2.78,65.62,12893.35,0.0051
Finland,barley_yield,3.3,65.62,12893.35,0.0051
Iraq,maize_yield,3.52,65.0,12893.35,0.005
Iraq,potato_yield,15.7,65.0,12893.35,0.005
Iraq,wheat_yield,2.72,65.0,12893.35,0.005
Iraq,soybean_yield,0.78,65.0,12893.35,0.005
Iraq,millet_yield,1.56,65.0,12893.35,0.005
Iraq,sunflower_yield,1.84,65.0,12893.35,0.005
Iraq,sugarcane_yield,19.72,65.0,12893.35,0.005
Iraq,sugarbeet_yield,7.29,65.0,12893.35,0.005
Iraq,groundnut_yield,3.41,65.0,12893.35,0.005
Iraq,rice_yield,4.95,65.0,12893.35,0.005
Iraq,cotton_yield,1.9,65.0,12893.35,0.005
Iraq,barley_yield,1.61,65.0,12893.35,0.005
New Zealand,barley_yield,6.21,63.33,12893.35,0.0049
New Zealand,wheat_yield,6.87,63.33,12893.35,0.0049
New Zealand,potato_yield,38.74,63.33,12893.35,0.0049
New Zealand,rapeseed_yield,2.03,63.33,12893.35,0.0049
New Zealand,maize_yield,9.48,63.33,12893.35,0.0049
Tajikistan,cotton_yield,1.62,59.3,12893.35,0.0046
Tajikistan,rice_yield,7.65,59.3,12893.35,0.0046
Tajikistan,sorghum_yield,4.42,59.3,12893.35,0.0046
Tajikistan,soybean_yield,0.34,59.3,12893.35,0.0046
Tajikistan,rapeseed_yield,0.54,59.3,12893.35,0.0046
Tajikistan,barley_yield,1.51,59.3,12893.35,0.0046
Tajikistan,sunflower_yield,2.08,59.3,12893.35,0.0046
Tajikistan,wheat_yield,3.05,59.3,12893.35,0.0046
Tajikistan,millet_yield,1.98,59.3,12893.35,0.0046
Tajikistan,maize_yield,10.15,59.3,12893.35,0.0046
Tajikistan,groundnut_yield,3.9,59.3,12893.35,0.0046
Tajikistan,potato_yield,19.43,59.3,12893.35,0.0046
Tajikistan,rye_yield,2.63,59.3,12893.35,0.0046
Afghanistan,barley_yield,0.67,58.25,12893.35,0.0045
Afghanistan,potato_yield,19.0,58.25,12893.35,0.0045
Afghanistan,rice_yield,3.0,58.25,12893.35,0.0045
Afghanistan,sunflower_yield,1.56,58.25,12893.35,0.0045
Afghanistan,wheat_yield,2.21,58.25,12893.35,0.0045
Afghanistan,millet_yield,1.98,58.25,12893.35,0.0045
Afghanistan,sugarbeet_yield,27.36,58.25,12893.35,0.0045
Afghanistan,maize_yield,1.47,58.25,12893.35,0.0045
Afghanistan,cotton_yield,1.0,58.25,12893.35,0.0045
Ghana,sorghum_yield,1.13,57.45,12893.35,0.0045
Ghana,maize_yield,1.95,57.45,12893.35,0.0045
Ghana,rice_yield,2.82,57.45,12893.35,0.0045
Ghana,cotton_yield,0.95,57.45,12893.35,0.0045
Ghana,cassava_yield,16.43,57.45,12893.35,0.0045
Ghana,groundnut_yield,1.32,57.45,12893.35,0.0045
Ghana,oilpalm_yield,7.03,57.45,12893.35,0.0045
Ghana,millet_yield,1.01,57.45,12893.35,0.0045
Ghana,sugarcane_yield,24.81,57.45,12893.35,0.0045
Bulgaria,soybean_yield,1.96,57.3,12893.35,0.0044
Bulgaria,rice_yield,5.76,57.3,12893.35,0.0044
Bulgaria,potato_yield,18.56,57.3,12893.35,0.0044
Bulgaria,barley_yield,4.22,57.3,12893.35,0.0044
Bulgaria,maize_yield,7.82,57.3,12893.35,0.0044
Bulgaria,cotton_yield,0.76,57.3,12893.35,0.0044
Bulgaria,sorghum_yield,4.08,57.3,12893.35,0.0044
Bulgaria,wheat_yield,4.81,57.3,12893.35,0.0044
Bulgaria,rapeseed_yield,2.58,57.3,12893.35,0.0044
Bulgaria,rye_yield,1.66,57.3,12893.35,0.0044
Bulgaria,groundnut_yield,1.13,57.3,12893.35,0.0044
Bulgaria,millet_yield,2.01,57.3,12893.35,0.0044
Bulgaria,sunflower_yield,1.95,57.3,12893.35,0.0044
Bosnia and Herzegovina,sugarbeet_yield,20.43,55.84,12893.35,0.0043
Bosnia and Herzegovina,soybean_yield,2.72,55.84,12893.35,0.0043
Bosnia and Herzegovina,barley_yield,3.61,55.84,12893.35,0.0043
Bosnia and Herzegovina,sunflower_yield,1.52,55.84,12893.35,0.0043
Bosnia and Herzegovina,rapeseed_yield,2.68,55.84,12893.35,0.0043
Bosnia and Herzegovina,potato_yield,11.21,55.84,12893.35,0.0043
Bosnia and Herzegovina,rye_yield,3.01,55.84,12893.35,0.0043
Bosnia and Herzegovina,wheat_yield,4.02,55.84,12893.35,0.0043
Bosnia and Herzegovina,maize_yield,6.64,55.84,12893.35,0.0043
Slovenia,soybean_yield,3.04,55.27,12893.35,0.0043
Slovenia,maize_yield,9.45,55.27,12893.35,0.0043
Slovenia,sunflower_yield,2.54,55.27,12893.35,0.0043
Slovenia,wheat_yield,4.38,55.27,12893.35,0.0043
Slovenia,rapeseed_yield,2.25,55.27,12893.35,0.0043
Slovenia,barley_yield,4.19,55.27,12893.35,0.0043
Slovenia,potato_yield,25.93,55.27,12893.35,0.0043
Slovenia,rye_yield,3.49,55.27,12893.35,0.0043
Bhutan,soybean_yield,0.86,55.1,12893.35,0.0043
Bhutan,millet_yield,1.47,55.1,12893.35,0.0043
Bhutan,wheat_yield,1.94,55.1,12893.35,0.0043
Bhutan,rice_yield,4.29,55.1,12893.35,0.0043
Bhutan,maize_yield,3.4,55.1,12893.35,0.0043
Bhutan,potato_yield,10.58,55.1,12893.35,0.0043
Bhutan,barley_yield,1.53,55.1,12893.35,0.0043
Bhutan,sugarcane_yield,31.03,55.1,12893.35,0.0043
Israel,sorghum_yield,3.62,54.68,12893.35,0.0042
Israel,cotton_yield,3.61,54.68,12893.35,0.0042
Israel,potato_yield,32.85,54.68,12893.35,0.0042
Israel,barley_yield,2.14,54.68,12893.35,0.0042
Israel,maize_yield,5.15,54.68,12893.35,0.0042
Israel,groundnut_yield,4.19,54.68,12893.35,0.0042
Israel,sunflower_yield,1.79,54.68,12893.35,0.0042
Israel,wheat_yield,1.33,54.68,12893.35,0.0042
Luxembourg,rye_yield,5.59,52.69,12893.35,0.0041
Luxembourg,rapeseed_yield,3.23,52.69,12893.35,0.0041
Luxembourg,maize_yield,6.21,52.69,12893.35,0.0041
Luxembourg,barley_yield,5.77,52.69,12893.35,0.0041
Luxembourg,wheat_yield,6.04,52.69,12893.35,0.0041
Luxembourg,potato_yield,25.85,52.69,12893.35,0.0041
Cambodia,soybean_yield,1.62,52.15,12893.35,0.004
Cambodia,cassava_yield,18.75,52.15,12893.35,0.004
Cambodia,rice_yield,3.57,52.15,12893.35,0.004
Cambodia,groundnut_yield,1.11,52.15,12893.35,0.004
Cambodia,maize_yield,3.84,52.15,12893.35,0.004
Cambodia,sugarcane_yield,22.15,52.15,12893.35,0.004
Cambodia,cotton_yield,1.11,52.15,12893.35,0.004
Jordan,sorghum_yield,3.81,48.87,12893.35,0.0038
Jordan,maize_yield,11.0,48.87,12893.35,0.0038
Jordan,barley_yield,0.86,48.87,12893.35,0.0038
Jordan,millet_yield,1.43,48.87,12893.35,0.0038
Jordan,potato_yield,30.62,48.87,12893.35,0.0038
Jordan,wheat_yield,1.15,48.87,12893.35,0.0038
Algeria,wheat_yield,1.91,48.56,12893.35,0.0038
Algeria,maize_yield,1.84,48.56,12893.35,0.0038
Algeria,potato_yield,31.09,48.56,12893.35,0.0038
Algeria,rapeseed_yield,1.98,48.56,12893.35,0.0038
Algeria,sunflower_yield,0.45,48.56,12893.35,0.0038
Algeria,rice_yield,2.09,48.56,12893.35,0.0038
Algeria,groundnut_yield,2.5,48.56,12893.35,0.0038
Algeria,sorghum_yield,4.86,48.56,12893.35,0.0038
Algeria,cotton_yield,0.31,48.56,12893.35,0.0038
Algeria,barley_yield,1.53,48.56,12893.35,0.0038
Armenia,potato_yield,18.81,46.73,12893.35,0.0036
Armenia,maize_yield,5.51,46.73,12893.35,0.0036
Armenia,wheat_yield,2.82,46.73,12893.35,0.0036
Armenia,barley_yield,2.38,46.73,12893.35,0.0036
Armenia,sugarbeet_yield,15.27,46.73,12893.35,0.0036
Armenia,rye_yield,1.94,46.73,12893.35,0.0036
South Korea,rice_yield,7.04,46.62,12893.35,0.0036
South Korea,wheat_yield,3.66,46.62,12893.35,0.0036
South Korea,barley_yield,2.17,46.62,12893.35,0.0036
South Korea,potato_yield,21.48,46.62,12893.35,0.0036
South Korea,groundnut_yield,2.83,46.62,12893.35,0.0036
South Korea,rapeseed_yield,0.96,46.62,12893.35,0.0036
South Korea,sorghum_yield,1.76,46.62,12893.35,0.0036
South Korea,maize_yield,4.95,46.62,12893.35,0.0036
South Korea,soybean_yield,1.77,46.62,12893.35,0.0036
Rwanda,sugarcane_yield,16.35,44.87,12893.35,0.0035
Rwanda,millet_yield,0.45,44.87,12893.35,0.0035
Rwanda,cassava_yield,11.01,44.87,12893.35,0.0035
Rwanda,rice_yield,3.51,44.87,12893.35,0.0035
Rwanda,groundnut_yield,0.45,44.87,12893.35,0.0035
Rwanda,maize_yield,1.39,44.87,12893.35,0.0035
Rwanda,sorghum_yield,1.12,44.87,12893.35,0.0035
Rwanda,soybean_yield,0.45,44.87,12893.35,0.0035
Rwanda,wheat_yield,1.01,44.87,12893.35,0.0035
Rwanda,potato_yield,9.13,44.87,12893.35,0.0035
Nigeria,wheat_yield,0.79,40.09,12893.35,0.0031
Nigeria,millet_yield,0.8,40.09,12893.35,0.0031
Nigeria,oilpalm_yield,2.6,40.09,12893.35,0.0031
Nigeria,maize_yield,2.09,40.09,12893.35,0.0031
Nigeria,rice_yield,2.04,40.09,12893.35,0.0031
Nigeria,sorghum_yield,1.12,40.09,12893.35,0.0031
Nigeria,cassava_yield,8.68,40.09,12893.35,0.0031
Nigeria,sugarcane_yield,15.48,40.09,12893.35,0.0031
Nigeria,groundnut_yield,0.99,40.09,12893.35,0.0031
Nigeria,cotton_yield,0.86,40.09,12893.35,0.0031
Nigeria,potato_yield,3.67,40.09,12893.35,0.0031
Nigeria,soybean_yield,0.97,40.09,12893.35,0.0031
Saudi Arabia,maize_yield,4.12,39.31,12893.35,0.003
Saudi Arabia,sorghum_yield,1.39,39.31,12893.35,0.003
Saudi Arabia,groundnut_yield,1.47,39.31,12893.35,0.003
Saudi Arabia,barley_yield,3.09,39.31,12893.35,0.003
Saudi Arabia,millet_yield,1.47,39.31,12893.35,0.003
Saudi Arabia,potato_yield,23.11,39.31,12893.35,0.003
Saudi Arabia,wheat_yield,4.66,39.31,12893.35,0.003
Norway,potato_yield,28.1,37.4,12893.35,0.0029
Norway,rapeseed_yield,2.18,37.4,12893.35,0.0029
Norway,wheat_yield,2.11,37.4,12893.35,0.0029
Norway,rye_yield,2.3,37.4,12893.35,0.0029
Norway,barley_yield,2.71,37.4,12893.35,0.0029
Oman,potato_yield,27.11,32.25,12893.35,0.0025
Oman,sorghum_yield,1.29,32.25,12893.35,0.0025
Oman,wheat_yield,3.85,32.25,12893.35,0.0025
Latvia,rye_yield,3.76,31.01,12893.35,0.0024
Latvia,wheat_yield,3.43,31.01,12893.35,0.0024
Latvia,potato_yield,19.32,31.01,12893.35,0.0024
Latvia,rapeseed_yield,1.91,31.01,12893.35,0.0024
Latvia,barley_yield,2.59,31.01,12893.35,0.0024
Estonia,rapeseed_yield,1.56,26.57,12893.35,0.0021
Estonia,potato_yield,16.87,26.57,12893.35,0.0021
Estonia,rye_yield,2.72,26.57,12893.35,0.0021
Estonia,barley_yield,2.51,26.57,12893.35,0.0021
Estonia,wheat_yield,2.91,26.57,12893.35,0.0021
Georgia,maize_yield,2.72,26.04,12893.35,0.002
Georgia,potato_yield,12.63,26.04,12893.35,0.002
Georgia,rye_yield,1.11,26.04,12893.35,0.002
Georgia,soybean_yield,3.06,26.04,12893.35,0.002
Georgia,sunflower_yield,1.03,26.04,12893.35,0.002
Georgia,barley_yield,2.16,26.04,12893.35,0.002
Georgia,wheat_yield,2.47,26.04,12893.35,0.002
Georgia,groundnut_yield,0.86,26.04,12893.35,0.002
Libya,potato_yield,19.44,26.01,12893.35,0.002
Libya,millet_yield,1.39,26.01,12893.35,0.002
Libya,maize_yield,2.23,26.01,12893.35,0.002
Libya,groundnut_yield,1.67,26.01,12893.35,0.002
Libya,barley_yield,0.51,26.01,12893.35,0.002
Libya,wheat_yield,0.77,26.01,12893.35,0.002
Yemen,wheat_yield,1.63,21.14,12893.35,0.0016
Yemen,barley_yield,0.66,21.14,12893.35,0.0016
Yemen,potato_yield,15.39,21.14,12893.35,0.0016
Yemen,maize_yield,1.15,21.14,12893.35,0.0016
Yemen,sorghum_yield,0.63,21.14,12893.35,0.0016
Yemen,cotton_yield,1.09,21.14,12893.35,0.0016
Yemen,millet_yield,0.59,21.14,12893.35,0.0016
Namibia,maize_yield,2.35,21.02,12893.35,0.0016
Namibia,sunflower_yield,1.16,21.02,12893.35,0.0016
Namibia,potato_yield,12.09,21.02,12893.35,0.0016
Namibia,groundnut_yield,0.35,21.02,12893.35,0.0016
Namibia,sorghum_yield,0.19,21.02,12893.35,0.0016
Namibia,wheat_yield,4.55,21.02,12893.35,0.0016
Namibia,millet_yield,0.33,21.02,12893.35,0.0016
Brunei,rice_yield,2.0,20.94,12893.35,0.0016
Brunei,cassava_yield,18.94,20.94,12893.35,0.0016
Gambia,sorghum_yield,0.9,18.99,12893.35,0.0015
Gambia,rice_yield,0.78,18.99,12893.35,0.0015
Gambia,oilpalm_yield,9.99,18.99,12893.35,0.0015
Gambia,maize_yield,0.89,18.99,12893.35,0.0015
Gambia,millet_yield,0.86,18.99,12893.35,0.0015
Gambia,cassava_yield,4.29,18.99,12893.35,0.0015
Gambia,groundnut_yield,0.93,18.99,12893.35,0.0015
Gambia,cotton_yield,0.35,18.99,12893.35,0.0015
Togo,rice_yield,1.68,18.8,12893.35,0.0015
Togo,cotton_yield,0.71,18.8,12893.35,0.0015
Togo,groundnut_yield,0.74,18.8,12893.35,0.0015
Togo,soybean_yield,0.44,18.8,12893.35,0.0015
Togo,millet_yield,0.59,18.8,12893.35,0.0015
Togo,sorghum_yield,0.87,18.8,12893.35,0.0015
Togo,maize_yield,1.24,18.8,12893.35,0.0015
Togo,cassava_yield,3.98,18.8,12893.35,0.0015
Togo,oilpalm_yield,8.55,18.8,12893.35,0.0015
Mongolia,potato_yield,13.07,16.49,12893.35,0.0013
Mongolia,barley_yield,0.76,16.49,12893.35,0.0013
Mongolia,wheat_yield,1.27,16.49,12893.35,0.0013
Mongolia,rapeseed_yield,1.39,16.49,12893.35,0.0013
Trinidad and Tobago,cassava_yield,4.64,8.13,12893.35,0.0006
Trinidad and Tobago,maize_yield,2.43,8.13,12893.35,0.0006
Trinidad and Tobago,rice_yield,1.06,8.13,12893.35,0.0006
Eritrea,maize_yield,1.02,6.43,12893.35,0.0005
Eritrea,millet_yield,0.34,6.43,12893.35,0.0005
Eritrea,sorghum_yield,0.5,6.43,12893.35,0.0005
Eritrea,groundnut_yield,0.74,6.43,12893.35,0.0005
Eritrea,potato_yield,1.21,6.43,12893.35,0.0005
Eritrea,barley_yield,1.49,6.43,12893.35,0.0005
Eritrea,wheat_yield,1.13,6.43,12893.35,0.0005
